m,TagName,
"2016-11-01 00:00:00","java","15670"
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6095"
"2016-11-01 00:00:00","php","11976"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4367"
"2016-12-01 00:00:00","assembly","313"
"2016-12-01 00:00:00","java","13857"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19819"
"2016-12-01 00:00:00","c","2799"
"2016-12-01 00:00:00","c#","10695"
"2016-12-01 00:00:00","php","11495"
"2016-12-01 00:00:00","go","497"
"2016-12-01 00:00:00","ruby","1628"
"2016-12-01 00:00:00","python","13062"
"2016-12-01 00:00:00","c++","5239"
"2016-12-01 00:00:00","swift","3943"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5655"
"2017-01-01 00:00:00","java","14585"
"2017-01-01 00:00:00","c#","11696"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21423"
"2017-01-01 00:00:00","c","2762"
"2017-01-01 00:00:00","go","561"
"2017-01-01 00:00:00","php","12643"
"2017-01-01 00:00:00","ruby","1823"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4345"
"2017-01-01 00:00:00","python","14299"
"2017-01-01 00:00:00","r","3493"
"2017-02-01 00:00:00","python","14790"
"2017-02-01 00:00:00","java","14589"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21197"
"2017-02-01 00:00:00","c","2728"
"2017-02-01 00:00:00","c#","11500"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1629"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5175"
"2017-02-01 00:00:00","php","12525"
"2017-02-01 00:00:00","swift","4068"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3682"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","374"
"2017-03-01 00:00:00","c++","6232"
"2017-03-01 00:00:00","c","2970"
"2017-03-01 00:00:00","c#","12995"
"2017-03-01 00:00:00","java","17331"
"2017-03-01 00:00:00","python","17140"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23726"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","653"
"2017-03-01 00:00:00","swift","4621"
"2017-03-01 00:00:00","php","14093"
"2017-04-01 00:00:00","c#","11098"
"2017-04-01 00:00:00","c","2861"
"2017-04-01 00:00:00","c++","5888"
"2017-04-01 00:00:00","python","15652"
"2017-04-01 00:00:00","javascript","21258"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12444"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1489"
"2017-04-01 00:00:00","java","15946"
"2017-04-01 00:00:00","swift","3925"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4265"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16354"
"2017-05-01 00:00:00","r","4322"
"2017-05-01 00:00:00","php","13054"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","c#","11995"
"2017-05-01 00:00:00","python","16194"
"2017-05-01 00:00:00","javascript","22405"
"2017-05-01 00:00:00","c++","5308"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4102"
"2017-06-01 00:00:00","javascript","21601"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","c","2355"
"2017-06-01 00:00:00","go","575"
"2017-06-01 00:00:00","c#","11308"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4696"
"2017-06-01 00:00:00","python","16038"
"2017-06-01 00:00:00","java","14631"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11782"
"2017-07-01 00:00:00","c#","11210"
"2017-07-01 00:00:00","javascript","21625"
"2017-07-01 00:00:00","python","16927"
"2017-07-01 00:00:00","c","2053"
"2017-07-01 00:00:00","java","14160"
"2017-07-01 00:00:00","php","11797"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","swift","4354"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4588"
"2017-08-01 00:00:00","java","13770"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10953"
"2017-08-01 00:00:00","c","2050"
"2017-08-01 00:00:00","python","16470"
"2017-08-01 00:00:00","go","611"
"2017-08-01 00:00:00","c++","4799"
"2017-08-01 00:00:00","javascript","21368"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4190"
"2017-08-01 00:00:00","r","4573"
"2017-08-01 00:00:00","php","11672"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9878"
"2017-09-01 00:00:00","c","2103"
"2017-09-01 00:00:00","python","15460"
"2017-09-01 00:00:00","java","12770"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4479"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19007"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","php","10709"
"2017-09-01 00:00:00","swift","3781"
"2017-10-01 00:00:00","javascript","19886"
"2017-10-01 00:00:00","c","2787"
"2017-10-01 00:00:00","c#","10240"
"2017-10-01 00:00:00","php","10851"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","333"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16961"
"2017-10-01 00:00:00","java","14028"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5226"
"2017-10-01 00:00:00","r","4544"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14196"
"2017-11-01 00:00:00","r","4516"
"2017-11-01 00:00:00","php","10616"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9809"
"2017-11-01 00:00:00","python","17003"
"2017-11-01 00:00:00","javascript","19426"
"2017-11-01 00:00:00","c++","5043"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1177"
"2017-11-01 00:00:00","swift","3676"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8617"
"2017-12-01 00:00:00","java","11995"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17002"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2199"
"2017-12-01 00:00:00","php","9160"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3209"
"2017-12-01 00:00:00","python","14954"
"2017-12-01 00:00:00","r","3719"
"2018-01-01 00:00:00","python","16254"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12362"
"2018-01-01 00:00:00","javascript","18944"
"2018-01-01 00:00:00","c#","9392"
"2018-01-01 00:00:00","c","2220"
"2018-01-01 00:00:00","c++","4763"
"2018-01-01 00:00:00","ruby","1163"
"2018-01-01 00:00:00","swift","3758"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10140"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4200"
"2018-02-01 00:00:00","java","12051"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","284"
"2018-02-01 00:00:00","c#","8592"
"2018-02-01 00:00:00","c","2149"
"2018-02-01 00:00:00","python","16337"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4574"
"2018-02-01 00:00:00","javascript","17233"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9148"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19174"
"2018-03-01 00:00:00","c#","9801"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17911"
"2018-03-01 00:00:00","c++","5196"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13589"
"2018-03-01 00:00:00","php","9864"
"2018-03-01 00:00:00","r","5106"
"2018-03-01 00:00:00","swift","4066"
"2018-04-01 00:00:00","java","13509"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9258"
"2018-04-01 00:00:00","javascript","17974"
"2018-04-01 00:00:00","php","8951"
"2018-04-01 00:00:00","c++","4673"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","16989"
"2018-04-01 00:00:00","r","4736"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9940"
"2018-05-01 00:00:00","c++","4698"
"2018-05-01 00:00:00","python","17589"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18085"
"2018-05-01 00:00:00","c","2376"
"2018-05-01 00:00:00","java","13488"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3628"
"2018-05-01 00:00:00","php","9489"
"2018-05-01 00:00:00","r","4733"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8799"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4110"
"2018-06-01 00:00:00","java","11811"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17198"
"2018-06-01 00:00:00","r","4492"
"2018-06-01 00:00:00","go","676"
"2018-06-01 00:00:00","php","8451"
"2018-06-01 00:00:00","python","16823"
"2018-06-01 00:00:00","ruby","992"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11777"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9418"
"2018-07-01 00:00:00","go","693"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17944"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17822"
"2018-07-01 00:00:00","php","8579"
"2018-07-01 00:00:00","c++","3920"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9532"
"2018-08-01 00:00:00","python","17827"
"2018-08-01 00:00:00","c","1694"
"2018-08-01 00:00:00","java","11379"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3935"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17927"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8549"
"2018-08-01 00:00:00","r","4129"
"2018-08-01 00:00:00","swift","3595"
"2018-09-01 00:00:00","c#","8416"
"2018-09-01 00:00:00","c++","3775"
"2018-09-01 00:00:00","python","16093"
"2018-09-01 00:00:00","c","1857"
"2018-09-01 00:00:00","assembly","262"
"2018-09-01 00:00:00","javascript","16082"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7744"
"2018-09-01 00:00:00","java","10832"
"2018-09-01 00:00:00","ruby","781"
"2018-09-01 00:00:00","r","3795"
"2018-09-01 00:00:00","swift","3151"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12626"
"2018-10-01 00:00:00","php","8278"
"2018-10-01 00:00:00","r","4388"
"2018-10-01 00:00:00","c#","9385"
"2018-10-01 00:00:00","c","2483"
"2018-10-01 00:00:00","c++","4351"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17527"
"2018-10-01 00:00:00","ruby","904"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3294"
"2018-10-01 00:00:00","python","18258"
"2018-11-01 00:00:00","javascript","16290"
"2018-11-01 00:00:00","go","720"
"2018-11-01 00:00:00","python","18146"
"2018-11-01 00:00:00","c","2564"
"2018-11-01 00:00:00","c#","8537"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11853"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","836"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","2999"
"2018-11-01 00:00:00","r","4270"
"2018-11-01 00:00:00","php","7190"
"2018-12-01 00:00:00","javascript","14388"
"2018-12-01 00:00:00","java","10578"
"2018-12-01 00:00:00","c#","7613"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6320"
"2018-12-01 00:00:00","python","15863"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","234"
"2018-12-01 00:00:00","ruby","810"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2796"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3434"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11154"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8832"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2320"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17099"
"2019-01-01 00:00:00","r","3983"
"2019-01-01 00:00:00","javascript","16117"
"2019-01-01 00:00:00","php","7299"
"2019-01-01 00:00:00","c++","3943"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2929"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8429"
"2019-02-01 00:00:00","python","17676"
"2019-02-01 00:00:00","c","2082"
"2019-02-01 00:00:00","java","11122"
"2019-02-01 00:00:00","delphi","192"
"2019-02-01 00:00:00","c++","3784"
"2019-02-01 00:00:00","go","632"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15812"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7416"
"2019-02-01 00:00:00","r","4293"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12203"
"2019-03-01 00:00:00","c++","4493"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17474"
"2019-03-01 00:00:00","c","2415"
"2019-03-01 00:00:00","c#","9036"
"2019-03-01 00:00:00","php","7898"
"2019-03-01 00:00:00","go","726"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20060"
"2019-03-01 00:00:00","r","4546"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","javascript","16209"
"2019-04-01 00:00:00","assembly","307"
"2019-04-01 00:00:00","c#","9148"
"2019-04-01 00:00:00","php","7217"
"2019-04-01 00:00:00","c++","4393"
"2019-04-01 00:00:00","c","2436"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11196"
"2019-04-01 00:00:00","swift","3090"
"2019-04-01 00:00:00","python","19851"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4610"
"2019-05-01 00:00:00","c#","9037"
"2019-05-01 00:00:00","assembly","240"
"2019-05-01 00:00:00","c","2098"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","javascript","16153"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","java","11123"
"2019-05-01 00:00:00","go","675"
"2019-05-01 00:00:00","c++","4130"
"2019-05-01 00:00:00","php","6972"
"2019-05-01 00:00:00","r","4296"
"2019-05-01 00:00:00","python","18923"
"2019-05-01 00:00:00","swift","3117"
"2019-05-01 00:00:00","ruby","759"
"2019-06-01 00:00:00","java","9661"
"2019-06-01 00:00:00","javascript","14836"
"2019-06-01 00:00:00","c#","7620"
"2019-06-01 00:00:00","go","531"
"2019-06-01 00:00:00","assembly","200"
"2019-06-01 00:00:00","php","6028"
"2019-06-01 00:00:00","c++","3648"
"2019-06-01 00:00:00","c","1732"
"2019-06-01 00:00:00","python","17255"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","swift","3102"
"2019-06-01 00:00:00","r","3956"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","assembly","188"
"2019-07-01 00:00:00","c++","4268"
"2019-07-01 00:00:00","c","1761"
"2019-07-01 00:00:00","c#","8452"
"2019-07-01 00:00:00","java","10857"
"2019-07-01 00:00:00","python","19787"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16176"
"2019-07-01 00:00:00","r","4217"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","go","637"
"2019-07-01 00:00:00","swift","3054"
"2019-07-01 00:00:00","php","6685"
"2019-08-01 00:00:00","c#","7723"
"2019-08-01 00:00:00","c","1556"
"2019-08-01 00:00:00","c++","3301"
"2019-08-01 00:00:00","python","18076"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15249"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5827"
"2019-08-01 00:00:00","java","9117"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","195"
"2019-08-01 00:00:00","swift","2557"
"2019-08-01 00:00:00","r","3956"
"2019-09-01 00:00:00","java","9696"
"2019-09-01 00:00:00","c","2011"
"2019-09-01 00:00:00","c#","7855"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14897"
"2019-09-01 00:00:00","c++","3783"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5588"
"2019-09-01 00:00:00","go","623"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16908"
"2019-09-01 00:00:00","r","3948"
"2019-09-01 00:00:00","ruby","720"
"2019-09-01 00:00:00","swift","2563"
"2019-10-01 00:00:00","c#","8425"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c++","4846"
"2019-10-01 00:00:00","python","20482"
"2019-10-01 00:00:00","javascript","16007"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2488"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11241"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","php","6102"
"2019-10-01 00:00:00","swift","3111"
"2019-10-01 00:00:00","r","4393"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2520"
"2019-11-01 00:00:00","c#","8038"
"2019-11-01 00:00:00","c++","4743"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10347"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15768"
"2019-11-01 00:00:00","php","6116"
"2019-11-01 00:00:00","r","4292"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20650"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","246"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9061"
"2019-12-01 00:00:00","c#","7228"
"2019-12-01 00:00:00","go","621"
"2019-12-01 00:00:00","python","18148"
"2019-12-01 00:00:00","c","2160"
"2019-12-01 00:00:00","c++","4212"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14330"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5256"
"2020-01-01 00:00:00","assembly","230"
"2020-01-01 00:00:00","c#","7831"
"2020-01-01 00:00:00","c","2055"
"2020-01-01 00:00:00","python","20050"
"2020-01-01 00:00:00","java","10007"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4250"
"2020-01-01 00:00:00","r","4157"
"2020-01-01 00:00:00","go","653"
"2020-01-01 00:00:00","ruby","766"
"2020-01-01 00:00:00","javascript","16064"
"2020-01-01 00:00:00","swift","2911"
"2020-01-01 00:00:00","php","5922"
"2020-02-01 00:00:00","c#","7738"
"2020-02-01 00:00:00","c","1996"
"2020-02-01 00:00:00","c++","4109"
"2020-02-01 00:00:00","python","20099"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","666"
"2020-02-01 00:00:00","javascript","15797"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5707"
"2020-02-01 00:00:00","java","10089"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2768"
"2020-02-01 00:00:00","r","4697"
"2020-03-01 00:00:00","java","11114"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2500"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","c#","7814"
"2020-03-01 00:00:00","python","22796"
"2020-03-01 00:00:00","c++","4667"
"2020-03-01 00:00:00","assembly","298"
"2020-03-01 00:00:00","javascript","17615"
"2020-03-01 00:00:00","perl","200"
"2020-03-01 00:00:00","r","5130"
"2020-03-01 00:00:00","php","5714"
"2020-03-01 00:00:00","swift","2929"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12683"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6246"
"2020-04-01 00:00:00","c#","8622"
"2020-04-01 00:00:00","c","3261"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","20983"
"2020-04-01 00:00:00","go","803"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6700"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27745"
"2020-04-01 00:00:00","swift","3464"
"2020-04-01 00:00:00","r","6178"
"2020-05-01 00:00:00","java","12107"
"2020-05-01 00:00:00","c#","8641"
"2020-05-01 00:00:00","assembly","356"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","c","3390"
"2020-05-01 00:00:00","javascript","21557"
"2020-05-01 00:00:00","go","765"
"2020-05-01 00:00:00","c++","6454"
"2020-05-01 00:00:00","php","6583"
"2020-05-01 00:00:00","python","29573"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","698"
"2020-05-01 00:00:00","r","6023"
"2020-05-01 00:00:00","swift","3541"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","java","10893"
"2020-06-01 00:00:00","c++","5647"
"2020-06-01 00:00:00","c","2604"
"2020-06-01 00:00:00","php","5987"
"2020-06-01 00:00:00","assembly","330"
"2020-06-01 00:00:00","c#","7935"
"2020-06-01 00:00:00","go","714"
"2020-06-01 00:00:00","javascript","19919"
"2020-06-01 00:00:00","perl","199"
"2020-06-01 00:00:00","python","27250"
"2020-06-01 00:00:00","r","5452"
"2020-06-01 00:00:00","ruby","616"
"2020-06-01 00:00:00","swift","3187"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","java","10511"
"2020-07-01 00:00:00","javascript","19968"
"2020-07-01 00:00:00","c++","5196"
"2020-07-01 00:00:00","c#","7848"
"2020-07-01 00:00:00","assembly","276"
"2020-07-01 00:00:00","c","2112"
"2020-07-01 00:00:00","python","26406"
"2020-07-01 00:00:00","php","6002"
"2020-07-01 00:00:00","r","4945"
"2020-07-01 00:00:00","go","649"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","swift","3008"
"2020-08-01 00:00:00","delphi","185"
"2020-08-01 00:00:00","javascript","19180"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","java","9996"
"2020-08-01 00:00:00","assembly","268"
"2020-08-01 00:00:00","c#","7465"
"2020-08-01 00:00:00","r","4734"
"2020-08-01 00:00:00","c","1945"
"2020-08-01 00:00:00","python","24419"
"2020-08-01 00:00:00","php","5368"
"2020-08-01 00:00:00","c++","4907"
"2020-08-01 00:00:00","go","739"
"2020-08-01 00:00:00","ruby","578"
"2020-08-01 00:00:00","swift","2891"
"2020-09-01 00:00:00","java","10715"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2279"
"2020-09-01 00:00:00","c#","7256"
"2020-09-01 00:00:00","javascript","19462"
"2020-09-01 00:00:00","assembly","304"
"2020-09-01 00:00:00","c++","4224"
"2020-09-01 00:00:00","go","809"
"2020-09-01 00:00:00","r","5386"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","ruby","571"
"2020-09-01 00:00:00","python","25015"
"2020-09-01 00:00:00","swift","3004"
"2020-09-01 00:00:00","php","5619"
"2020-10-01 00:00:00","c#","6990"
"2020-10-01 00:00:00","c++","4700"
"2020-10-01 00:00:00","python","26361"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","java","10744"
"2020-10-01 00:00:00","c","2516"
"2020-10-01 00:00:00","go","648"
"2020-10-01 00:00:00","javascript","19126"
"2020-10-01 00:00:00","delphi","193"
"2020-10-01 00:00:00","ruby","550"
"2020-10-01 00:00:00","r","5791"
"2020-10-01 00:00:00","swift","2746"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","php","5429"
"2020-11-01 00:00:00","c","2898"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","600"
"2020-11-01 00:00:00","javascript","18130"
"2020-11-01 00:00:00","java","10269"
"2020-11-01 00:00:00","c#","6794"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","25929"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","c++","4731"
"2020-11-01 00:00:00","php","5527"
"2020-11-01 00:00:00","ruby","585"
"2020-11-01 00:00:00","r","5625"
"2020-11-01 00:00:00","swift","2624"
"2020-12-01 00:00:00","delphi","212"
